apple fox banana jaguar dog,gxsBLwppxvlHTBCD,b'\x8c\\\x9bY\x1b\xcf=\x18K\x9b\x08\xcam\xe8\xd60\xb6\xec\x0bBO!\xf4\xc5\x16\xc1\xd6R\x95\x9c\x9d\xe6',AES
apple fox banana jaguar dog,gxsBLwppxvlHTBCD,b'\x04\x90\x83b\xff\xe2. \xf5\xa0\xfd!\xafJc\x1c\nZDY\xbc7V\xf3\x86\xa2M\xd7\xc2\x0f^\n',DES
apple fox banana jaguar dog,gxsBLwppxvlHTBCD,"b'm\x88%\xfa)\xf0\xa5\xfb\xcc\xc8\xbb\x06Q>6]\xaan\xb97\x85\xc4,\xfe[l\x90'",ARC4
gorilla banana jaguar,glqNuYqUErxiSXLH,b'$\x05H_\x97\xc8\x01w\xce\x99\x1c\xe8\x90j\xc4\x00\x11j\x93\r\xc6\x8e!\x02 \xc8XK\xc3\xd1\xd76',AES
gorilla banana jaguar,glqNuYqUErxiSXLH,b'\xc3Z\x88\xfbd\xb2N\x13\x06\x9d\x04\xa18\xda\xcaq\xd4\xc9\xc2\xc0\x8b\xe3j\x9b',DES
gorilla banana jaguar,glqNuYqUErxiSXLH,b'\x9d!3\x80\x0c\x8179X\xc3\x1eD7\xa4\x1ef\x87\xeaK\xda\xe8',ARC4
fox cat horse,wquAvcBUDFkraplj,b'\x9e\x1c\x19\x11\xc2\xee\x1b\xedl\xc8\x19\xf3\x06#uq',AES
fox cat horse,wquAvcBUDFkraplj,b'\xef\xaee8\xdbc\xbe\x1d4\x8e\xealW\xa1\x7f\xeb',DES
fox cat horse,wquAvcBUDFkraplj,b'S q8EV\xe9T\x01om\xba\xe5',ARC4
jaguar gorilla dog jaguar,PabJmYeuaiaCVmDv,b'h\xa6\xa7\x05\xe7\xd3\xe7e8X\x84\xc7\x19\x04\xf0\xd4\xd7\x1d\x9e\xec\x16%v9e#\x0b-\x12\x10}\xdf',AES
jaguar gorilla dog jaguar,PabJmYeuaiaCVmDv,"b'\xf8R~2\xa1\xb9\x0c07""\xb6rqL\xe0\xe8\x99K\xdf\x7fNRu\x8a.\x88\\\xbd\xcb,\x9e\xba'",DES
jaguar gorilla dog jaguar,PabJmYeuaiaCVmDv,"b'H5\x06q\xab,\xeaxi(@\xca\xad-o1\xc1LI\xdd\xbb2:k\t'",ARC4
fox banana cat,oYztDzRqROcOFCHm,b'\xb4F^\xbbE\xdb*\xf7\x90!\xc6\xad\xea\x90Y\xc0',AES
fox banana cat,oYztDzRqROcOFCHm,"b'\xa4\xf2\xe9\xb2\xfb\x0b\x0b\xaf\xa0G5:""T\x8f\xde'",DES
fox banana cat,oYztDzRqROcOFCHm,b'\xcd-\xd66\xbd\xca-\x9d\xb8\x1cZ\xe09\\',ARC4
apple dog dog iguana dog elephant apple,SGwMrOncQtATZSLi,b'\xac\xf8\xef\xfc\x84#\xcd\xd8\xc3\xd3\x1d\xac\x0e\xb2xx5\x1b/\xb2\x1f\xf3\xea+W\xd4\xe9\xc8\xb8U0c7\x18\n\x82C(\xb7\xcb\xd8N\xf5\xc1R\x87\xca\x91',AES
apple dog dog iguana dog elephant apple,SGwMrOncQtATZSLi,"b""G\x7f>N\xe6\xfd\x91,\xe4\xea\xbd`\xb5\xa7\x97L-\x8b~\xb5\x9dW\xb5\xb8\\\x0c\xc4\x9a'a\xd3oR\x89\xdf& \xae\x00\xac""",DES
apple dog dog iguana dog elephant apple,SGwMrOncQtATZSLi,b'S\xba4\x05\x1a\x1b0\x10\xe9mOK\xa5%Z\xb6\xa4\x1f\x1f\x19:\xbb6}\tR\xc5\xf0m\xdc`\xdd)\xa8\x83\xfeT\xd6A',ARC4
iguana jaguar apple cat elephant apple dog,UcUvSbQZwaaOvRZH,b'\xe9\xbd\x8c\xd25L\xcf\x06@\x9fGL\xfbQ0p\xe8D\n\x8b\xc6\x82\x8e\xa1\xa85\x9d\xd4\x00\x8eD\xe0D\xd6\x18\xbe)\xde\x1c\x9bu\x8c;w\x9b\xf00\x08',AES
iguana jaguar apple cat elephant apple dog,UcUvSbQZwaaOvRZH,b'\xe8\xb0\x12\x1cA\t\x98\x8e\x04\xa4\xdfr\xddj\xe2\x99\xd0Zn<\xfb\xf6x\xe7g\xd3u|\x99}\x0c2\xe3\xcf|\x10\x80\x8d\xf7\x13\xa1:\xd2\xd5#\x1d\xf2+',DES
iguana jaguar apple cat elephant apple dog,UcUvSbQZwaaOvRZH,"b'""\xef\x110\xfb\x17qL\xb3\x0b\xc7\xe52\xbe\xdbms\xc3%\x1b\x81,\x84\xb8\x18\x9e\xd1\xe8.*A\x1e_\x12\xe0\x81\xb9\x8e\xf6\xe6V,'",ARC4
iguana apple banana dog dog iguana,xtMxDDgRbHhrfnFg,b':\xe3\xc9$\xcc\x1d\xd6nF\x0er\xadI\x07\xd9\x1d_1\xc3\x1e\xed\x848\xe6L\xbe@vQ\xa50:\x1b\xedr\xf4\xd8C\xe3&\x81a\x83\xc7\xc6\xbd\xc1\xad',AES
iguana apple banana dog dog iguana,xtMxDDgRbHhrfnFg,b'?\xb6d]I\x12\xa0\x8b\x0e\x10\x06z\x07g\xc1S\xcb;u\x9b\x8e\xfe\xf9\x02\xe5\xecq\x13\xa4\xf2\xef.0\x0b(v\n%\x9b&',DES
iguana apple banana dog dog iguana,xtMxDDgRbHhrfnFg,b'\t\xeb\xe4\xaf\x10?\x88i\x94J\x15\xbdCW4B+Hx\xc9`\xa6\xeb\xeb\xc0\xa9_\xc0\xe1\xe43\xachs',ARC4
gorilla apple elephant elephant gorilla jaguar jaguar,XCnZfLSwDsGYkCVw,"b'Q\x04\xee\xe6\x89B\xab\xf0\xd1\x08\xf3`\x07\xf4\x84I\xaeK\x95\xd7\x85\xec\x01\x1dx\x89\x8a\xee\xee\xf6\xee""\xc7\x0cA~\xa3\xe6E\xa96\xba\xf7\x08\xcb\xf3\xee\xca\xac\xf6\x0e(,mL\xc0\x86S\x9eu\xca\x16\xba\xa8'",AES
gorilla apple elephant elephant gorilla jaguar jaguar,XCnZfLSwDsGYkCVw,b'SY\x92\x8a\x065\xea\\&5\xc0$\xfbh3\xee\t\x8a\xbf\xa2\x12P\xd7\xcai\xc0\xc8\xb03\x91GgSY\x92\x8a\x065\xea\\\n9=\xa0\xb1\xcf)\xf1jZW\x99\xbd\xb0;)',DES
gorilla apple elephant elephant gorilla jaguar jaguar,XCnZfLSwDsGYkCVw,b'\x14\rk\xd1\xf5\x1a\xa3=\xd0\xacU\xd1\x8a\xc1\xab\xa9l\xff\x96\xb7\x10cT\xfb\x08/\xee\xcd\xe7\x15{\xac\x97\x95I[w%&\xfc\x10\x19\x17\xdf\x9bC\x19$\x8a:t\x07\x96',ARC4
horse dog jaguar banana apple elephant jaguar gorilla,kankgptYqQiCGsYN,"b""'G\xbc\x9csY\xa0yQ\xb3f\x99\xceiW\xdc\xb4\xaa\xdf\xfdL\xfa?[\x1fZ\xe0e\xe7\xe2\x15\xe9a\xaar\x10\x0bB\x17^\xcd\xf0\xcf\xafB8\x92\x98\xef\x1d\x0e=\x94;\x1b4k\x99?\xe4\xbc\x080(""",AES
horse dog jaguar banana apple elephant jaguar gorilla,kankgptYqQiCGsYN,"b'\xfd\xfc$I\xf8\xc6\xc4z\xd2\x1b\xe2i\x03\xfe\xc4\x8cX\x11\xc5\xeb\x0bU\xa5x\xea\xd8 \x7f\xb2\xc7\x12u{\x15\x16\x8c\xe2L""\x9e\x11\xc8x3\xd3C\x9f5-]0\xfa\xdf\xc5\x86p'",DES
horse dog jaguar banana apple elephant jaguar gorilla,kankgptYqQiCGsYN,"b'\x92v]\xed\xcd\x06\x01\xc8\xd7?\xe1W%\x0f\xfd\xf3CI\x99\x01\xcc.v\xd0""\xa6/\xdd\xbap\xaf\xee\xbf\xe0%S<\x00\xa9\x11\xb1\x18q\xea+\xa4\x0e\xbe\xbd\x12\xcb6\xa4'",ARC4
jaguar cat fox cat apple fox,zmSdaVxrscpFGnhs,"b'\x1c;\x8bJ\xfc\x0cO\xe9p\xaa\x83fs\xd8\x97\xe0)\x99~\xa9\'1C\xba\xad\xd2k""\xfc>\xc7\x8f'",AES
jaguar cat fox cat apple fox,zmSdaVxrscpFGnhs,b'\xd1\x17\x8dj|5\xe8\x05qab\xc2\x8a)\xe4\xb5\xd6\xb2t\xb3{\xfb\xb1\x84\xf6\x17\xddQ\xa0\xcbL\x11',DES
jaguar cat fox cat apple fox,zmSdaVxrscpFGnhs,b'\xafLf\x14\xa2esE\x81C\xfd.\xf0\xb0\xa2\xc9\xbb:\xe3b\xb5+\xfb\xbb\xb9*\xbc\x94',ARC4
elephant apple horse apple dog apple,ZlzifbwOXvmgXRhn,"b""\xc0[+r\xc5\xf6\xe4??\xa6i,\x04\x84 I\x1b\xaa<\xb9,\xfd\xd2P1\xa1\x12\xc0\x9d\xefH\x10b\t'\x8a|\x11\x86\xd5\xa4dL\xa5\xd7\xf6\xf0\xf3""",AES
elephant apple horse apple dog apple,ZlzifbwOXvmgXRhn,"b'Y\xbe\xc0\r\xe5u\xaf\xf2,\xce\xc0Y?\xa3\xfa\xbf|\x05\x15\x8b\x99V\xe6\x82r6MW\x1c\xa0![A\xd0Hyb\xadk\xef'",DES
elephant apple horse apple dog apple,ZlzifbwOXvmgXRhn,"b'\x9bx]\x83\xbcC\xe2\'\x1b\x94\xdb""&\xca\xfc\x8a\x86\xbe g\xa9\xba\xa2x\xd7\x12\xf0f3s%\x868\xa0\x1d\x0f'",ARC4
banana apple banana,MkOnEQFDkIMgWpsV,"b'\x9d$\xc7\x1a\xd2M\x1e \x9c\x10\xb4\xabN\xd3\x92\x98*\x92\x15^Y\x93\xb6\xba\x9d\xa5S""\x1d/i\x8c'",AES
banana apple banana,MkOnEQFDkIMgWpsV,b'\x82\xad6\x0c\xf3\xe8\x9a\x96\x82\xa8C\xc7o\xc1\x9dXJ\x9f=\xac\xf8v\x90\x8f',DES
banana apple banana,MkOnEQFDkIMgWpsV,b'\xaak\xe7\x0e\xf0S^OG\x90\x8a\x11\x1a\x80hBa\xc4D',ARC4
jaguar jaguar iguana dog cat elephant iguana,jwsZPIrGfYeMOUkj,"b""\x83{'\xa6\x96\xb4\xdd\xe6\xed<I\xddaJ\xc9e\x8d\xf3\x9cI\x94\x04\xc5\xae\xb4j\x9aO=\xdb\xbc?\xa6E\x0b\xaa&\xee\xf0\x80\xe3\xdf\x908\xdc\x94&\xcc""",AES
jaguar jaguar iguana dog cat elephant iguana,jwsZPIrGfYeMOUkj,b'\x9bW\xea\xc9\xe9\xdc\x08\x92\xb4\xd1\x9en\x9e\xd6\xa7]R\xe5\xb4\x1c\x85\xcf\x14\xb3N~\x0c\x11\x1aC_\x98\x96\xc0\x12J\\C<\xfc\xdf&\x8a\xbe[\xf5\x85\x8b',DES
jaguar jaguar iguana dog cat elephant iguana,jwsZPIrGfYeMOUkj,b'\xa1\xbdH\xe5\x9dPC\x117>\x08\x18\xaeT\xb8@\x9f\x16\x9a\x12M=\xf2\x12\x7f\xd3A\xb4\xb7\xf4\xa5\x1e$\xf5\xef\x7fu\xf7\x92\t\x18\x14R\xf6',ARC4
dog cat horse elephant cat,MekMaRlcgUCxTohJ,b'\x90\xaf\x04\x11N\xe1\xd8p\x82\xa2\x90b\x7f=g\xf8\x9b*\xf3\xc8\xee\xd6RV\xac\xa8\xcb\x0e\\_d\x9b',AES
dog cat horse elephant cat,MekMaRlcgUCxTohJ,b'-1=`\\\x1a\xf8[`\x00\xc2\x1cz\xa8\r\x0e\x96\xe74\xa2\xf2\xae\x8a\xc0\x86\xfd\xaaU#\xd1`H',DES
dog cat horse elephant cat,MekMaRlcgUCxTohJ,b'n\xb7\x10I.j!^\xcf.\xdb.\xe3Dm\xa7X\xdag\x9d\n\xe6\x18V\x95q',ARC4
iguana banana dog horse gorilla cat cat jaguar,DnPPBGZlexGqnjQc,"b'\xf3\x17\xb1L\x14\x17\x8f\xd0\x0bG@\xa7""\xfc\xbb\xd3\xaf\xf5\n\xaa\xdf\xd7e\x98\x81K\xb0h\x88\x87h\\\xc7\xf6\xb5\x8d\xc0<\x086^\x1aA\xbcKi\x8f\xed'",AES
iguana banana dog horse gorilla cat cat jaguar,DnPPBGZlexGqnjQc,"b'-\x86\x95vZ?\xa6M,K\xdf\x92\x14\x94*4\xe4#\x12\x8bn\xd4\x19\x02\xa1\x1b0\x1a\x8dA\xd0*\xa8@\xaeC\xde\xa3\xfd\x06\x1f\xd7\xb6\xc3+\xa4\x96\x89'",DES
iguana banana dog horse gorilla cat cat jaguar,DnPPBGZlexGqnjQc,"b'\x18\xde\xe6\x1ec\x9a\xe6Hbh\t@2=M\\\xe5\x13\x94\x86\xbf\xe0qZR8\r[O\x06v\xbf:\xd6<\xe7\xab(\x1fO7""\xb0\'\xbf8'",ARC4
dog elephant iguana gorilla iguana,JjtQPOxQaCsRmWny,"b""\x02\x02'WUc\xc7YhpZ \xa2\x8c\xc7?\xc3[8\xd6B\x03\xe4\x0f\xedH\xb9\xb7\x01\xdc\xb1\xbf\xc4\x91rlC\xd4\x81v[\x81\xe48HQ\xe1\x9b""",AES
dog elephant iguana gorilla iguana,JjtQPOxQaCsRmWny,"b'\xcfb\x92\\\xbb\x11J\xb8B\xec$\xba\x02o\xbb\x0eL""\xb8,(\n\n\xe7<l\xb7V\xb5v\x90\xcd\x05&r\x7f\xc6\xd2\x06\xe0'",DES
dog elephant iguana gorilla iguana,JjtQPOxQaCsRmWny,"b'\xf1\xb8nT\xe6<\x81&\x8e\xd0\x9cnM\xc0\x0cY\x0e4\xa4n\x99\xbb8\xfeq$\x8b\x95O\xa1/Z,D'",ARC4
dog fox banana banana jaguar,XgFklzJMyjrOGJQq,b'B\xa6\xcb\xd2]93\xa8\x9e\xc0\\D\xdd%\xd8\xcd\xe3\x10*\xc7#\xbb\xc2\ro\x90\x8f\x8a\nm\x87 ',AES
dog fox banana banana jaguar,XgFklzJMyjrOGJQq,"b'\x02\x91\xf8"".8\xd5\x99""\x88\x9fJ""\x1e\xd9.#\x12[A\xd7x\x9a\x8e\xeeH9\xc4\x8a\xceMq'",DES
dog fox banana banana jaguar,XgFklzJMyjrOGJQq,b'>\x85+\xfc..&*\xe3\x1a:J\xfeiK\x118\xde\x15\x10\xd9\x1f\x11n\xbei\x01\x1a',ARC4
gorilla jaguar elephant gorilla jaguar apple banana dog,BzoRDauGMDPZoOfN,"b'\xa3^aG\xf1\xf7\x96\xd7O\x0e0\xe0q\xbf\xf6\xb1.\xf4\x00{\xbe\xe7\x8aU\x83si\xea\xec\x01\xd1l\t\xa4""\x14C\xdeM\x8f\x12\xd4oZ<\x1c\x86\xb9\xa2W\xcea \xe0\x85\x1eD1\x994s\xbf\xe1!'",AES
gorilla jaguar elephant gorilla jaguar apple banana dog,BzoRDauGMDPZoOfN,b'\xba\x19Z\r\xeb\xdc\xb2\x89?\x9df!w\xad\xcc\x17`m\x14\xaa%\x1a\x05N\xba\x19Z\r\xeb\xdc\xb2\x89-\xe7\nB?\xcd\xf0\xdf\x98\x804w\xfc3UZ\x18E\x06\xc7\x89P\x9f\xbf',DES
gorilla jaguar elephant gorilla jaguar apple banana dog,BzoRDauGMDPZoOfN,"b'\x85\'H\x9a7\x84>%\x8e\x8a\xa4\xe1\xab\xd5\xfc&\x0f\xaf\xfa\xe7\xdd\x16\xc1\x94\xc1\x80Wf\x7f\xc3\x02\xdf+Yc\xf0\xad\x0f\x13\xe6\xdd\x1d""\xb4\'\xc0\xe6\x9fg\x978\xb0\x1f\xda\xda'",ARC4
apple dog jaguar,wPAplSSwzOGSckBx,"b'\x08\xce\xc3\x92E\x96\x89L\xf8\xc6\xcd""\xf5\r\x96\x83tg%@\xb2\xbda\xb0Yq\xd3\x1d+p)\xe3'",AES
apple dog jaguar,wPAplSSwzOGSckBx,b'\x04c\x9dxi\x06\xfc\x19\xb9\x03?/R\xe1\xaf\xacB:p\x06\x12\xd1l\xca',DES
apple dog jaguar,wPAplSSwzOGSckBx,b'r$\xf5\xe0R\x8a&r\x17\xbb\x1bl\x87?_\xcd',ARC4
jaguar banana dog iguana elephant apple,CoKiQNyHnUcTxDCR,"b'@\x80`\xc2\x07\x98\x01\xd3\xafqU\xf8,R\xaf\xdd\xd1?\xbd4\x82\x7f\xdb0)\x16\xd3-\xd1\x9cl\xd5\xe3}C\x85\x0e\xcfdj^A\xb5D\x14\x82\xf1Y'",AES
jaguar banana dog iguana elephant apple,CoKiQNyHnUcTxDCR,b'\xc2N\x03\xecY\xcb/7\xa6\x9cK\xc0\xd48\xb4a\xb9=\x1a\x90\x93r\xe6\xeb\xbd;\x88G\x9cE\xd4+1\x1b=\x04]\xf0\xc1\xcb',DES
jaguar banana dog iguana elephant apple,CoKiQNyHnUcTxDCR,"b""b$\x05\xa1\\\xbe\x9c'\xc8\x8aAN(\x96K\xb8\xb7\xd9\x94\xc3\x82\xa1\xebO\x16k\x88\xf5\xe9\xf2\xa1v\x9c\xcer\x11\x9ec\xb9""",ARC4
banana banana elephant fox dog fox apple,AHYvwHZkslavBjHS,b'7(\xefoO\x80wx@0\x99`n\xeb\x9e\x04\xc1\x8d#N\xc2\xfd\xb54\xc8\x0e\xd0\xdf\xe5<5\xffT\xce\xf9\xc2\r\x00\xff^Jf\x92\x9a\xcb\x95\xc5\x91',AES
banana banana elephant fox dog fox apple,AHYvwHZkslavBjHS,"b'\xeb`7Yz\x94\x18\xcd\x86Q\x06;t\xa1\xb3\x05Z7\x1c\xd6\x9eOk\x1cAk,\xbd\x87k\xe5\xe7&\xf2`l;\xd7\xf0@\xe8}\xbe\xb7\x8b\xee\xfd\xf6'",DES
banana banana elephant fox dog fox apple,AHYvwHZkslavBjHS,"b""Ss\xbd\xcf\xcc^\x1c~\xad(\\\x0f\xb3_e\x1f\xef\xf8S\xd5\x89\xb4M\x9a\x9e\xa9\x037\xc7:\xa5C\xafFi2\xf7\x87F'""",ARC4
banana banana banana fox banana jaguar elephant,JOKTMkIaIPwqaeYO,b'\xb3\xab\xca^|E\xe8\xe7\xbb\xa2\xd9\xc8\x8e\x1c\xb8]\xf2\xc7\xd4\xc4f\x0f\x9f\x0e<\x1b\x02U\xa7\x1a\xc6\x0bST\xafR\xf0\xf0\xe4\x12\x06\xcf\x9c\xdf\x02\xf1\xcb\xb3',AES
banana banana banana fox banana jaguar elephant,JOKTMkIaIPwqaeYO,b'\x1e.\xb6\xdf\xb3\x02*F\xc8\x9b\x15\xf1\xaan\xe9(S#\xa0\x04;\xbf\x95\xc0\xc2.\x98f^\xff@\xb5\x9a\xc2\xd6\xc3\xe7 \\\xd0q\xf3.T\xacR\xd3\x17',DES
banana banana banana fox banana jaguar elephant,JOKTMkIaIPwqaeYO,"b'4\t.\x16\xce\x01\xfa\xdb\xf6\xf5!\xf0\xd6,\x91\xd8cRA\x81\x14P\xc7\xfcC\xbb^\xf5\xb8\xcb\xb1\xee\xae9\x9c\xcbo\xc0I5\x9a\xac\xa4=Xg\xd9'",ARC4
elephant banana banana,FbTjROlyRoPoLamT,b'\xcd\xb7\xe8P\x17\xaa\xe0\x81\xacq\xb7<\xaah\x9a\x86st\x80c3\x0eK[\xbf7\xf3\xfc\x91zy\x1f',AES
elephant banana banana,FbTjROlyRoPoLamT,b'\xcc\xc7K\x94!\xa2VKq>\xf6\xa6\xb8[\xc0\xfb\xbf\x0c\xca\x0c\xa1\xd0\xf9Z',DES
elephant banana banana,FbTjROlyRoPoLamT,b'\xc0U\xe8\x1b\t.\x7f\n\x0b\x9c]\xb0\x8a\xf1\xd5xB\xdfG\xae\x85\xd9',ARC4
iguana fox dog elephant fox elephant cat,qpRtMMmfXAiwaceC,"b""\xc2\xb2Ys\x1diD\xdf\xa6g\xfa.NJ\x90i@\x87\xd2\x96T\x918\xb1\x87\x9d\r3'\xd9\x1c_yb\xe7\xf045\xa9\x80\x93\xc0oc\xde\xf7\t\xe9""",AES
iguana fox dog elephant fox elephant cat,qpRtMMmfXAiwaceC,"b""\x88\xe7\x92\x16w\xe9\xda\xe9\xeaY(\x7fns\xda\xae&\xe9\xbby7c\x13v\x81u$\x9d\xce~\x92='\xa1\x98\x83\xb7-\x9b\xac\xef\\\x8c\x9d.L\x98t""",DES
iguana fox dog elephant fox elephant cat,qpRtMMmfXAiwaceC,"b""'~w\x8f\xd9msy\x04\xbb\xfe\xdf\xdbW*\xe4\x0c\x07\x9a\x80p\x1a\x01\x82w(\x1e\x7f\x1c\xda1\x82E\xcf\x83lN\x9c\xa9&""",ARC4
horse dog jaguar,ayPjckbitvmwujMG,"b'\x91y\xc9\x0fs\x12\x0f,\xab\xc2\xbe\x19w\xf3\t\xf8s?\x9e+\xa9 \x93\x19\xa3\x91\xa8\xa4\xaa\xe2\x0b~'",AES
horse dog jaguar,ayPjckbitvmwujMG,b'\xcf\xe9\xd4\xe9\x07\x8b\x94<{\xc2\xda\xa5\xa1L-\x1aH\xd1i\x03\x05\xae\x00\x01',DES
horse dog jaguar,ayPjckbitvmwujMG,b'x\x98\xef\xf2\x9e\xdd\x01\xb0b\x16]\xc8x\xbe:H',ARC4
dog cat dog apple iguana iguana fox dog,qsMixXUVoZIXPvRq,"b'\x07\x08\x8b\x7f\xe3\xbe\xf0\xb6\xd0;+\x8c\x15\x04\x81\x84\x965\xa7\xf7\xa6-\xa3 \x9c\xf6\xd6}\x05\x18|\xcbI\xbd\xbfuD+\n\xbf\x8e\xe0@,\\x\xe4\xac'",AES
dog cat dog apple iguana iguana fox dog,qsMixXUVoZIXPvRq,b'cb\xef/7\xd6\xab\xdc\x07\x18n\xd2\xd2\xcd\xefn\x1aJ\xfc[PX\xdb\xae/ZQ\xec\x7f{\xaf\xd0\x08\x8cr\x81\x14\x0e_\x0f',DES
dog cat dog apple iguana iguana fox dog,qsMixXUVoZIXPvRq,b'G\xfcu\xaf\x06J\xfd\x9c\xae\x86\xc8Q\x05\xb4\x96?\xc2\xfes\x80{\xc8^\xff\xc6\x14<3\x0bX\x1d\xfd\x85\x08_\xe2\xec\xee\x82',ARC4
fox iguana banana,oFqeLRcWzlKnrgry,b'6k\x7f\xc0j\xecU\xde\xa8<9\xde\x07\xb9\xbe%-\xde~\x01\xd5sRl\x8d\x1b\x888\x8eY\x97\xa9',AES
fox iguana banana,oFqeLRcWzlKnrgry,b'\x0c\xe4\xb4\xb5d\x05\\\x16~_\x1bV\x055\xd9\xc8\xeaZ\xfb-\xd3\xa2F\x14',DES
fox iguana banana,oFqeLRcWzlKnrgry,b'ql\x06\xaa-&S\xec\x9ei\x15py\x90\xa7j\xf0',ARC4
cat horse dog dog gorilla elephant banana,RljBNQVsMibdchKB,b'p(|\x7f\xff\xb3\xca\xfd\xb90\x94y\xf5\xc9M5\x0b8\xcen\x91\xa6\xfbT\xa2k9\x02[f\xb5\xe59\x1c\x80T@\x04v\xc5\x1d\xb4\x99\xe8\x91\xbc\x0e\xe3',AES
cat horse dog dog gorilla elephant banana,RljBNQVsMibdchKB,b'\x8eP\x82e`D\x03\xc6\xda\xbfup\xb4{\xa4\xff\xa2\xf0\xcbIj\xcd\x9c>\xe5\xeco\x0e;]\x1a\xcd\xdd\xbb\xba\xde\x98\x0c\x96\x1e\x9d\x88\x86\ncw\x90\x8b',DES
cat horse dog dog gorilla elephant banana,RljBNQVsMibdchKB,b'n\x072y\xd4\xb3\x04\x11\x82\x05\xa2\xf2G\x9b\xdc\xdd\xf1k\x18\x8d\x8f<\xa3<5\x947k \x1e\xe5\x99\xe3\x80\xaf\xf8679:\xcd',ARC4
jaguar cat apple dog dog elephant cat jaguar,EKLNZLkqlUxXeJee,"b'\xd8\xd7\xac\xc9\x8a\x08\xca\xaeX\x9fS_|\xde\xbd\x18\x83\xfb\x93\x89\x08\x12\x9f\x94\xa2CR\x9c\x1e\xc7w\xfa\x85\x1c}\xeb\x95\xf4\x06OP,r\x97<\xdb\xaet'",AES
jaguar cat apple dog dog elephant cat jaguar,EKLNZLkqlUxXeJee,b'L@\xe2\x1e\xfa\x19\xd8\\!\x1fN\x01\x8e\x00\x8e\x13w\xdd\x01\xeda\xacj\xba\xbf\x11^K~\xa5\xe5pj\xed\x18Q\xf7\x82\xdf\xef\xfc\x12\xaf|\xd0\xed5\xb2',DES
jaguar cat apple dog dog elephant cat jaguar,EKLNZLkqlUxXeJee,b'\xb9N\xd8\xd2\x9b\xe5y\xc9\x17\xf5\xe4\xce\x05\xb6B\x8e_\x16o\x83\xbc\x9cZ\xef\xda\x06\xc2\xd9&\xf2B\xfaW\xf9\xf1(]\xcc\x15\xff\x0f\x9fw\x85',ARC4
dog elephant banana banana,caQpRuswhuNwykIF,b'\x1b\x80Ta\x82\nQ\xcaZ\xdd\xbd\xa9I\x11ap\xb9}\xdd\x0c6>\xae\x07\x90F@\xb8\xf6e%M',AES
dog elephant banana banana,caQpRuswhuNwykIF,"b""D=M\x08YC\x98\xa2\xab\xe9L`4\xd5\x1f0\xc8j\xc8\x98v+\x8bH7\xe5g\x90'\xe5?G""",DES
dog elephant banana banana,caQpRuswhuNwykIF,"b'\xa2\x01n1\x1c\xbc$,\xf6\xf4\x19\xe0x\xdc\xf6\xfc\x94\xb8\xae\xd5\xb0\x90\xb9\xdd\xc8\x9d'",ARC4
dog dog fox banana banana gorilla gorilla,slidVhkatieqOzDd,b'Y\xc5\nuc\x98=s\xa5\x15\xf9\xc72\xf4YK\xc6j\x80\x83\x01\xed\tV4b\xcc\x9b6\xb1\x8dF\x1f\x8b\xc4\xf9\xe4\xcb\x84\x1a\xa3\x83\xa1\xfa;\xa7\xe6\x89',AES
dog dog fox banana banana gorilla gorilla,slidVhkatieqOzDd,"b'EW{zg\xa0\xd6:\xedT-H\x80\xf5\xaa-,\x9f@\x15#O\x13\x9e\xfft\xbbGP\x0b\xa5\x17\xfft\xbbGP\x0b\xa5\x17\xc8\x17@\xfb\xb4=\xc7\x1a'",DES
dog dog fox banana banana gorilla gorilla,slidVhkatieqOzDd,b'\xdeq\xca\x052\x07t\xbd\x95\xa4\xd5l\x1d\xf2?ww[W\xa5\xa8H\x89\xaf\xd6~\xfeOd\xe2L\xc3\xfa\xa3`t\xfe\xa1!\xb0\xe1',ARC4
gorilla dog jaguar banana horse,xfvriQFQHrdzvHTG,"b'B\xdf\xac\x1f\xb6.\xc45\xed\xc6P@\xea\xa8\x1c\xa8\x8d)""\t*\xf7\xec\x97\xf5#F\xc9H\xe7\x1f3'",AES
gorilla dog jaguar banana horse,xfvriQFQHrdzvHTG,b'&GuZ\x06V\xd25\x9f\xd2\xf2\xccU?\xd3\xdc\xd7 \x0b:\x15\xb1y/\xc5\xa7L\xff\x8as2\xfc',DES
gorilla dog jaguar banana horse,xfvriQFQHrdzvHTG,b'y\xdc\x87\x8dUls\x08\xa46pS\xeb\xcb\xf3\x06\xc4\xe6\xe3\xf2l2\xed\xe3\x90_]\xef\xdcqN',ARC4
gorilla jaguar gorilla gorilla apple iguana cat jaguar,mnvmIMZpxvwhjgXp,b'\xe1\x85<\x90\xfb-\xf2\xf4\x87\xb9\xd7]E\x12w\\U\x93*}\x8f\x94\xf0\xe4\x1b\xe6s\xdf\x8d\xb2\xc2a\x9e\x07\x1ch\x15\xaa\xcfe\x02\xa7\xcc\xc1J\xb35\x94\xea\xa7\x10\xc4\x88\x95BM\x80\xd3\xfa\xf5\x1f\xdfn\x99',AES
gorilla jaguar gorilla gorilla apple iguana cat jaguar,mnvmIMZpxvwhjgXp,b'\x02\xb5\xbf`Z\xea\xee\x9a1\xd4V!\x8c\xd2\xcf\xba\xe6\xc3Q\xa6\x83n2\xc2\xd2\xfb\x92L\xa2\xac\x94\xe6-uk\xbb\xd2\xba\x81\xb8 \x980\x15K\xbd\xc4;r\xb2\xe9w\xf2P\x9e\xd0',DES
